client_id,gender,birth_date,client_district_id,disp_id,account_id,disp_type,acc_district_id,stmt_freq,account_date,loan_id,loan_date,loan_amount,loan_duration,loan_payments,loan_status,card_id,card_type,card_issued_date,avg_balance,abs_balance,avg_dtCCwdl,avg_dtCashwdl,avg_dtObRemit,avg_dtOther,avg_crCash,avg_crObColl,avg_crOther,avg_dtIns,avg_dtStmtBal,avg_dtIntNegBal,avg_dtHousehold,avg_dtLoan,avg_dtOtherPay,avg_crInterest,avg_crPension,avg_crOtherPay,district_id,district_name,region,num_inhab,mun_inhab500,mun_inhab1000,mun_inhab10000,mun_inhab10001,num_cities,urban_ratio,avg_sal,unemploy95,unemploy96,entPer1000,crimes95,crimes96,num_operators
810,f,1945-09-24,58,810,675,OWNER,58,Monthly,1995-08-03,5110,1997-04-01,102240,60,1704.0,C,142.0,classic,1998-07-01,275.939683,34768.4,0.0,978.203175,756.904762,0.0,1991.007937,0.0,20.039683,0.0,1.853968,0.0,756.904762,0.0,976.349206,20.039683,0.0,1991.007937,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,2
861,f,1956-09-13,1,861,718,OWNER,1,Monthly,1996-03-03,5117,1997-08-20,76944,12,6412.0,A,151.0,classic,1998-09-16,538.695455,59256.5,0.0,2567.881818,1324.154545,0.0,4411.936364,0.0,18.795455,604.1,1.327273,0.0,72.6,0.0,3214.009091,18.795455,0.0,4411.936364,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1
946,m,1951-08-06,54,946,790,OWNER,54,Monthly,1993-05-11,5126,1994-07-24,208128,48,4336.0,B,159.0,classic,1995-05-01,1273.040625,81474.6,0.0,4084.559375,0.0,0.0,5329.09375,0.0,28.50625,0.0,1.825,0.0,0.0,0.0,4082.734375,28.50625,0.0,5329.09375,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,1
992,m,1948-05-21,19,992,825,OWNER,19,Monthly,1996-03-06,5134,1997-02-02,53076,12,4423.0,A,164.0,classic,1998-11-29,324.089231,21065.8,0.0,1954.187692,852.461538,0.0,3103.630769,0.0,27.107692,0.0,1.572308,0.0,852.461538,0.0,1952.615385,27.107692,0.0,3103.630769,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,1
1020,f,1977-05-10,72,1020,846,OWNER,72,Monthly,1996-03-09,5136,1996-07-28,187104,24,7796.0,A,170.0,classic,1998-04-16,3475.112,86877.8,0.0,8073.168,0.0,0.0,11513.24,0.0,35.04,0.0,1.168,0.0,0.0,0.0,8072.0,35.04,0.0,11513.24,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,1
1133,f,1958-09-15,37,1133,940,OWNER,37,Monthly,1994-11-15,5148,1996-05-29,284280,60,4738.0,C,186.0,gold,1998-05-12,1006.568085,94617.4,0.0,6891.965957,0.0,0.0,3.191489,7849.180851,46.161702,0.0,2.019149,0.0,0.0,0.0,6889.946809,46.161702,0.0,7852.37234,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,2
1157,f,1958-12-30,4,1157,960,OWNER,4,PostTransaction,1994-11-02,5151,1995-05-24,189060,60,3151.0,C,189.0,classic,1997-02-19,2298.183333,68945.5,0.0,7173.633333,594.0,0.0,6.666667,10002.733333,56.416667,0.0,6.666667,0.0,594.0,0.0,7166.966667,56.416667,0.0,10009.4,4,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,1
1197,f,1966-10-02,6,1197,993,OWNER,6,Monthly,1996-11-14,5154,1998-07-01,108720,60,1812.0,C,196.0,classic,1998-12-22,645.915625,41338.6,0.0,4653.140625,0.0,0.0,5222.578125,0.0,76.478125,0.0,1.140625,0.0,0.0,0.0,4652.0,76.478125,0.0,5222.578125,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,1
1793,f,1945-03-17,41,1793,1480,OWNER,41,Weekly,1996-07-03,5260,1998-01-19,123300,36,3425.0,C,280.0,classic,1997-06-22,551.102222,49599.2,46.666667,6314.111111,0.0,0.0,6881.355556,0.0,30.524444,0.0,3.333333,0.0,0.0,0.0,6357.444444,30.524444,0.0,6881.355556,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,1
1913,m,1968-04-15,69,1913,1580,OWNER,69,Monthly,1996-01-08,5281,1997-11-27,194256,24,8094.0,C,304.0,classic,1998-01-06,505.543284,67742.8,0.0,6153.334328,0.0,0.0,6629.022388,0.0,29.855224,0.0,1.961194,0.0,0.0,0.0,6151.373134,29.855224,0.0,6629.022388,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,0.0,7.01,124,0,1358,1
2063,f,1950-09-26,68,2063,1698,OWNER,68,Monthly,1996-03-14,5301,1996-07-06,141948,36,3943.0,C,322.0,classic,1998-12-28,4723.98,47239.8,0.0,2120.0,0.0,0.0,6809.4,0.0,34.58,0.0,0.0,0.0,0.0,0.0,2120.0,34.58,0.0,6809.4,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,1
2141,m,1951-09-06,28,2141,1766,OWNER,28,Monthly,1994-09-03,5311,1996-06-15,30060,60,501.0,C,337.0,classic,1996-01-01,260.87957,48523.6,94.086022,1580.25914,624.704301,0.0,2540.27957,0.0,19.649462,4.478495,1.334409,0.0,397.854839,0.0,1895.38172,19.649462,0.0,2540.27957,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,1
2235,f,1940-04-20,14,2235,1843,OWNER,12,Monthly,1993-01-30,5325,1993-08-03,105804,36,2939.0,A,352.0,classic,1998-09-11,1371.704,34292.6,0.0,2881.168,559.52,0.0,196.0,4584.32,32.072,0.0,1.168,0.0,559.52,0.0,2880.0,32.072,0.0,4780.32,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,1
2259,f,1950-01-02,19,2259,1862,OWNER,19,Weekly,1995-04-15,5329,1996-10-16,396120,60,6602.0,C,353.0,classic,1997-06-11,932.74,88610.3,0.0,7242.684211,0.0,0.0,5.263158,8130.473684,39.687368,0.0,4.105263,0.0,0.0,0.0,7238.578947,39.687368,0.0,8135.736842,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,1
2267,f,1966-04-10,1,2267,1869,OWNER,1,Monthly,1996-06-14,5332,1998-01-29,37944,36,1054.0,C,355.0,classic,1997-08-28,681.451402,72915.3,126.168224,3963.592523,0.0,0.0,4730.018692,0.0,41.193458,0.0,1.91028,0.0,0.0,0.0,4087.850467,41.193458,0.0,4730.018692,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1
2277,m,1979-03-25,1,2277,1876,OWNER,1,Monthly,1997-09-20,5334,1998-09-10,209040,24,8710.0,C,357.0,junior,1998-09-29,871.277273,57504.3,0.0,2682.760606,323.69697,0.0,3848.818182,0.0,28.916667,0.0,1.548485,0.0,247.015152,0.0,2757.893939,28.916667,0.0,3848.818182,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1
2430,m,1937-10-28,5,2430,2000,OWNER,5,Monthly,1997-08-06,5354,1998-07-14,290820,60,4847.0,C,378.0,classic,1998-12-11,635.583333,53389.0,0.0,2085.264286,321.738095,0.0,3018.452381,0.0,24.133333,1.166667,1.216667,0.0,316.0,0.0,2088.619048,24.133333,0.0,3018.452381,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,1
2489,f,1975-01-28,64,2489,2051,OWNER,64,Weekly,1995-11-08,5363,1997-04-22,293880,60,4898.0,D,389.0,gold,1998-09-19,-2.276667,-204.9,0.0,5645.511111,0.0,0.0,5609.1,0.0,34.134444,0.0,3.666667,0.211111,0.0,0.0,5641.633333,34.134444,0.0,5609.1,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,1
2501,f,1940-12-04,70,2501,2062,OWNER,70,Monthly,1996-03-06,5366,1996-10-29,86184,12,7182.0,A,394.0,classic,1998-10-05,944.309524,39661.0,0.0,7599.709524,231.642857,0.0,7.142857,8721.595238,46.92381,0.0,1.042857,0.0,7.642857,0.0,7822.666667,46.92381,0.0,8728.738095,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,1
2522,m,1937-09-08,74,2522,2080,OWNER,74,Monthly,1997-04-27,5369,1997-09-12,214596,36,5961.0,C,398.0,classic,1998-02-14,5089.064706,86514.1,0.0,10941.176471,0.0,0.0,23.529412,15954.235294,52.476471,0.0,0.0,0.0,0.0,0.0,10941.176471,52.476471,0.0,15977.764706,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,2
2560,f,1974-06-20,70,2560,2116,OWNER,70,Monthly,1996-05-02,5377,1997-08-04,92400,12,7700.0,A,408.0,classic,1996-12-10,447.010577,46489.1,0.0,3874.521154,498.596154,0.0,4795.769231,0.0,24.358654,0.0,1.684615,0.0,138.240385,0.0,4233.192308,24.358654,0.0,4795.769231,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,1
2592,f,1980-08-31,1,2592,2143,OWNER,1,Monthly,1996-01-13,5385,1996-09-09,71460,36,1985.0,C,413.0,junior,1997-07-20,1601.577419,49648.9,0.0,3562.703226,702.967742,0.0,5817.580645,0.0,49.667742,0.0,1.412903,0.0,702.967742,0.0,3561.290323,49.667742,0.0,5817.580645,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,2
2606,m,1943-01-04,31,2606,2153,OWNER,31,Weekly,1996-01-07,5388,1996-11-28,61560,12,5130.0,A,414.0,classic,1998-09-26,282.411268,20051.2,0.0,3353.591549,1374.901408,0.0,2.816901,4985.014085,23.073239,187.859155,2.535211,0.0,171.253521,0.0,4366.84507,23.073239,0.0,4987.830986,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,1
2623,f,1965-07-16,16,2623,2167,OWNER,16,Monthly,1993-08-08,5390,1994-10-30,170256,24,7094.0,A,418.0,classic,1995-04-14,562.375325,43302.9,0.0,3494.433766,769.090909,0.0,4797.662338,0.0,28.237662,0.0,1.706494,0.0,769.090909,0.0,3492.727273,28.237662,0.0,4797.662338,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,1
2686,f,1951-03-24,19,2686,2218,OWNER,19,Monthly,1994-11-21,5409,1995-11-18,182040,60,3034.0,C,426.0,classic,1997-05-09,656.738983,38747.6,0.0,8441.528814,0.0,0.0,10.169492,9042.271186,45.827119,0.0,1.732203,0.0,0.0,0.0,8439.79661,45.827119,0.0,9052.440678,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,2
2698,f,1970-10-07,31,2698,2227,OWNER,31,Weekly,1994-05-22,5413,1995-12-12,92976,24,3874.0,A,428.0,classic,1997-10-13,197.540367,21531.9,0.0,4570.082569,1350.880734,0.0,6090.165138,0.0,28.338532,0.0,3.027523,0.0,1350.880734,0.0,4567.055046,28.338532,0.0,6090.165138,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,2
2739,m,1950-01-26,13,2739,2262,OWNER,13,Monthly,1997-02-08,5428,1998-12-02,230220,36,6395.0,C,434.0,classic,1997-12-30,310.177778,47457.2,50.980392,7604.339869,0.0,0.0,7931.555556,0.0,33.942484,0.0,1.908497,0.0,0.0,0.0,7653.411765,33.942484,0.0,7931.555556,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,1
2759,m,1974-01-26,2,2759,2279,OWNER,2,Weekly,1996-10-30,5435,1998-06-01,314688,48,6556.0,C,436.0,classic,1997-10-09,403.184112,43140.7,28.037383,7194.233645,0.0,0.0,49.53271,7536.719626,39.202804,0.0,4.205607,0.0,0.0,0.0,7218.065421,39.202804,0.0,7586.252336,2,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,1
2841,f,1973-04-10,18,2841,2350,OWNER,18,Monthly,1996-08-04,5451,1997-05-11,159744,48,3328.0,C,446.0,classic,1998-06-04,1914.232143,53598.5,0.0,5854.614286,229.035714,0.0,7952.5,0.0,45.382143,0.0,1.042857,0.0,41.071429,0.0,6041.535714,45.382143,0.0,7952.5,18,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,1
3257,f,1978-05-11,73,3257,2699,OWNER,73,Monthly,1996-12-25,5520,1998-08-30,231168,48,4816.0,C,511.0,junior,1997-08-06,315.313889,45405.2,52.777778,5908.402778,458.854167,0.0,2.083333,6703.659722,29.605556,0.0,1.520833,0.0,389.895833,0.0,6028.618056,29.605556,0.0,6705.743056,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,1
3291,m,1947-01-23,52,3291,2725,OWNER,52,Monthly,1997-04-02,5526,1998-11-08,69624,36,1934.0,C,517.0,classic,1998-01-09,343.832414,49855.7,97.241379,2124.82069,382.062069,0.0,2921.551724,0.0,26.404828,44.510345,1.510345,0.0,330.724138,0.0,2227.37931,26.404828,0.0,2921.551724,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,1
3414,f,1947-10-17,11,3414,2824,OWNER,11,Monthly,1993-10-20,5549,1994-07-16,50460,60,841.0,C,538.0,gold,1998-08-20,965.837209,41531.0,0.0,1866.009302,847.55814,0.0,3654.651163,0.0,24.753488,0.0,1.35814,0.0,847.55814,0.0,1864.651163,24.753488,0.0,3654.651163,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,1
3517,f,1953-06-24,68,3517,2910,OWNER,68,Monthly,1997-10-21,5561,1998-08-29,437460,60,7291.0,C,551.0,classic,1998-09-03,641.798113,34015.3,0.0,7125.90566,1361.698113,0.0,16.981132,9079.773585,32.64717,0.0,1.377358,0.0,639.433962,0.0,7846.792453,32.64717,0.0,9096.754717,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,1
3519,m,1949-12-15,74,3519,2912,OWNER,74,Monthly,1994-07-30,5563,1996-02-29,380160,60,6336.0,C,552.0,classic,1997-10-25,225.226606,24549.7,0.0,7831.383486,0.0,0.0,8020.917431,0.0,35.692661,0.0,1.741284,0.0,0.0,0.0,7829.642202,35.692661,0.0,8020.917431,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,1
3601,m,1938-08-03,19,3601,2982,OWNER,19,Monthly,1996-06-04,5582,1998-04-17,41256,12,3438.0,C,565.0,gold,1997-01-06,371.64,79902.6,166.511628,4433.064186,756.004651,0.0,28.372093,5668.837209,30.011163,19.972093,1.222326,0.0,719.613953,0.0,4614.772093,30.011163,0.0,5697.209302,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,2
3606,m,1958-06-06,63,3606,2986,OWNER,63,Monthly,1996-04-09,5584,1997-12-06,24792,24,1033.0,C,566.0,classic,1997-12-25,512.51037,69188.9,0.0,2790.214815,545.674074,0.0,3821.762963,0.0,26.636296,0.0,1.622222,0.0,391.22963,0.0,2943.037037,26.636296,0.0,3821.762963,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,1
3616,f,1964-04-14,77,3616,2994,OWNER,77,Monthly,1996-05-03,5586,1996-09-14,48744,36,1354.0,C,569.0,classic,1997-12-12,4492.235714,62891.3,0.0,3450.0,0.0,0.0,7891.392857,0.0,50.842857,0.0,0.0,0.0,0.0,0.0,3450.0,50.842857,0.0,7891.392857,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,1
3687,m,1972-02-06,49,3687,3050,OWNER,60,Monthly,1993-05-08,5595,1994-09-02,82896,12,6908.0,A,577.0,classic,1994-02-15,381.634921,48086.0,26.984127,4302.996825,862.190476,0.0,115.873016,5427.333333,30.6,3.579365,1.274603,0.0,848.222222,0.0,4339.095238,30.6,0.0,5543.206349,49,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,2
3763,f,1977-08-12,38,3763,3112,OWNER,38,Monthly,1994-08-12,5610,1996-02-24,123216,48,2567.0,C,587.0,junior,1996-08-05,606.100781,77580.9,0.0,5502.859375,262.28125,0.0,6338.828125,0.0,32.413281,0.0,1.140625,0.0,126.15625,0.0,5637.84375,32.413281,0.0,6338.828125,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,2
3829,m,1972-03-13,59,3829,3166,OWNER,71,Monthly,1993-08-10,5624,1995-01-03,177744,48,3703.0,D,600.0,classic,1996-05-20,149.795789,14230.6,0.0,3288.546316,0.0,0.0,3419.273684,0.0,19.068421,0.0,2.151579,0.236842,0.0,0.0,3286.157895,19.068421,0.0,3419.273684,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,1
3906,m,1936-12-23,64,3906,3229,OWNER,64,Monthly,1995-11-18,5634,1997-05-01,39024,12,3252.0,A,612.0,classic,1997-09-22,260.455882,35422.0,0.0,3570.852941,1460.183824,0.0,5262.720588,0.0,28.772059,0.0,1.610294,0.0,753.088235,0.0,4276.338235,28.772059,0.0,5262.720588,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,1
3984,f,1964-03-13,1,3984,3293,OWNER,1,Monthly,1997-08-08,5644,1998-11-27,276084,36,7669.0,C,623.0,classic,1998-07-25,405.85493,57631.4,23.239437,4813.01831,321.78169,0.0,27.464789,5508.478873,27.950704,4.901408,1.130986,0.0,250.288732,0.0,4901.71831,27.950704,0.0,5535.943662,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1
4417,m,1976-04-24,1,4417,3664,OWNER,1,Monthly,1996-04-28,5719,1997-09-20,271584,48,5658.0,C,680.0,classic,1998-04-29,1026.686667,92401.8,0.0,6629.915556,0.0,0.0,7613.188889,0.0,43.413333,0.0,1.46,0.0,0.0,0.0,6628.455556,43.413333,0.0,7613.188889,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1
4937,f,1960-11-09,54,4937,4099,OWNER,54,Monthly,1996-05-26,5808,1997-07-31,41856,48,872.0,C,750.0,classic,1998-10-24,359.896117,37069.3,0.0,2043.605825,352.135922,0.0,2738.174757,0.0,17.463107,126.019417,1.275728,0.0,186.990291,0.0,2081.456311,17.463107,0.0,2738.174757,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,1
5224,m,1949-07-24,29,5224,4337,OWNER,29,Monthly,1993-11-16,5861,1994-12-08,51408,24,2142.0,A,769.0,classic,1998-10-20,768.732813,49198.9,0.0,6321.04375,0.0,0.0,7055.46875,0.0,34.307813,0.0,1.825,0.0,0.0,0.0,6319.21875,34.307813,0.0,7055.46875,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,1
5232,f,1948-04-06,74,5232,4342,OWNER,74,Monthly,1996-04-29,5862,1997-12-09,100128,24,4172.0,C,770.0,classic,1998-06-15,395.854676,55023.8,0.0,3908.792806,750.323741,0.0,5022.633094,0.0,32.338129,0.0,1.785612,0.0,750.323741,0.0,3907.007194,32.338129,0.0,5022.633094,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,1
5245,f,1942-03-18,38,5245,4354,OWNER,38,Monthly,1997-01-08,5865,1998-10-30,327660,60,5461.0,C,773.0,classic,1998-11-18,472.512698,59536.6,0.0,3754.925397,1721.047619,0.0,5916.31746,0.0,32.168254,0.0,1.853968,0.0,1721.047619,0.0,3753.071429,32.168254,0.0,5916.31746,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,1
5253,f,1946-10-07,69,5253,4361,OWNER,69,Monthly,1996-03-11,5868,1997-03-29,90156,12,7513.0,A,775.0,gold,1998-04-11,1201.841538,78119.7,0.0,8578.581538,0.0,0.0,10.769231,9708.676923,60.976923,0.0,1.796923,0.0,0.0,0.0,8576.784615,60.976923,0.0,9719.446154,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,0.0,7.01,124,0,1358,2
5333,f,1967-05-29,39,5333,4423,OWNER,39,Monthly,1995-04-26,5880,1995-10-31,73836,36,2051.0,A,780.0,classic,1998-07-29,3550.163158,67453.1,0.0,6578.947368,0.0,0.0,10070.578947,0.0,58.531579,0.0,0.0,0.0,0.0,0.0,6578.947368,58.531579,0.0,10070.578947,39,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,1
5366,f,1971-09-20,60,5366,4448,OWNER,60,Monthly,1993-06-02,5887,1994-10-03,192744,36,5354.0,A,781.0,classic,1997-07-07,381.830263,29019.1,0.0,3631.039474,0.0,0.0,3984.105263,0.0,28.764474,0.0,1.921053,0.0,0.0,0.0,3629.118421,28.764474,0.0,3984.105263,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,2
5376,m,1970-01-23,14,5376,4456,OWNER,14,Monthly,1996-09-03,5889,1998-02-09,321240,60,5354.0,C,782.0,classic,1998-09-29,272.635294,37078.4,0.0,6477.852941,0.0,0.0,6711.727941,0.0,38.760294,0.0,1.610294,0.0,0.0,0.0,6476.242647,38.760294,0.0,6711.727941,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,1
5433,m,1975-09-24,50,5433,4503,OWNER,50,Monthly,1995-01-03,5900,1996-01-01,135360,48,2820.0,C,783.0,junior,1995-10-24,712.584416,54869.0,0.0,7123.005195,0.0,0.0,7801.038961,0.0,34.550649,0.0,1.706494,0.0,0.0,0.0,7121.298701,34.550649,0.0,7801.038961,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,1
